,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
index,Geomagnetism_X,Geomagnetism_Y,Geomagnetism_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Angular_velocity_X,Angular_velocity_Y,Angular_velocity_Z, 
80,-0.255963,0.402752,-0.06422,-0.472727,-0.042251,0.230285,-269.189379,-3.789512,55.442493,
81,-0.255963,0.402752,-0.06422,-0.447609,0.088759,0.320424,-293.296726,31.018224,58.149062,
82,-0.255963,0.402752,-0.06422,-0.430774,0.198999,0.479319,-305.759532,58.461575,60.981518,
83,-0.256881,0.417431,-0.052294,-0.46765,0.287936,0.612499,-308.466101,77.848162,60.792688,
84,-0.256881,0.417431,-0.052294,-0.544074,0.355039,0.771393,-303.304737,95.472332,53.050641,
85,-0.256881,0.417431,-0.052294,-0.674476,0.420544,0.937056,-290.841931,111.96352,37.94421,
86,-0.251376,0.43211,-0.037615,-0.764261,0.523328,1.159563,-264.279788,125.93697,12.074445,
87,-0.251376,0.43211,-0.037615,-0.71055,0.654072,1.271358,-226.639596,146.204766,-12.095845,
88,-0.244954,0.451376,-0.03211,-0.573201,0.752596,1.327661,-189.314121,180.446011,-22.292687,
89,-0.244954,0.451376,-0.03211,-0.385614,0.773632,1.361497,-153.939894,205.434566,-17.571927,
90,-0.244954,0.451376,-0.03211,-0.18627,0.760851,1.398311,-119.132157,206.819323,-9.011615,
91,-0.23945,0.459633,-0.024771,-0.009105,0.751264,1.436749,-85.079743,191.209343,-3.598477,
92,-0.23945,0.459633,-0.024771,0.107936,0.749134,1.46057,-55.559257,166.031957,1.562887,
93,-0.23945,0.459633,-0.024771,0.165654,0.75446,1.482766,-26.857037,130.154182,8.864329,
94,-0.23211,0.466972,-0.025688,0.164853,0.75872,1.514708,0.145709,91.821612,17.046979,
95,-0.23211,0.466972,-0.025688,0.096712,0.704932,1.538258,25.008378,56.510327,19.816492,
96,-0.225688,0.466972,-0.03211,-0.035827,0.638095,1.528513,48.549234,24.597991,16.543431,
97,-0.225688,0.466972,-0.03211,-0.166496,0.571259,1.53934,68.439369,1.938343,7.227799,
98,-0.225688,0.466972,-0.03211,-0.245325,0.539838,1.518768,85.685879,-11.216841,-4.794403,
99,-0.217431,0.466972,-0.034862,-0.261626,0.51747,1.49982,102.302954,-17.19647,-15.935397,
100,-0.217431,0.466972,-0.034862,-0.237042,0.486848,1.469773,117.283498,-22.420778,-26.635786,
101,-0.217431,0.466972,-0.034862,-0.212725,0.44664,1.417801,131.823439,-28.08569,-36.454966,
102,-0.220183,0.463303,-0.036697,-0.176918,0.409627,1.375573,145.293341,-36.07951,-46.777695,
103,-0.220183,0.463303,-0.036697,-0.124543,0.38646,1.328473,157.063769,-44.954539,-56.093328,
104,-0.222936,0.457798,-0.044037,-0.077513,0.376874,1.258635,167.890045,-56.662023,-62.1359,
105,-0.222936,0.457798,-0.044037,-0.045981,0.336666,1.18582,176.70213,-70.320755,-64.905413,
106,-0.222936,0.457798,-0.044037,-0.041973,0.293795,1.113275,182.996476,-83.035335,-65.597791,
107,-0.230275,0.447706,-0.049541,-0.050524,0.216041,1.028007,188.409614,-92.728629,-67.04549,
108,-0.230275,0.447706,-0.049541,-0.050524,0.130831,0.940304,190.990296,-100.155958,-67.611982,
109,-0.230275,0.447706,-0.049541,-0.060678,0.078374,0.864511,192.186222,-105.065548,-66.982547,
110,-0.23578,0.43578,-0.057798,-0.065755,0.031242,0.68775,187.654293,-103.680792,-64.024204,
111,-0.23578,0.43578,-0.057798,-0.052127,-0.036926,0.553488,170.659557,-101.037166,-56.533932,
112,-0.244954,0.422018,-0.059633,-0.048921,-0.111484,0.435467,150.077044,-100.911279,-47.533016,
113,-0.244954,0.422018,-0.059633,-0.049188,-0.186043,0.320424,124.39611,-103.617848,-38.972705,
114,-0.244954,0.422018,-0.059633,-0.049722,-0.225452,0.206464,93.994416,-101.729544,-28.146429,
115,-0.253211,0.409174,-0.061468,-0.067626,-0.296815,0.082488,56.165394,-97.386445,-13.921206,
116,-0.253211,0.409174,-0.061468,-0.146722,-0.367646,0.018605,10.279607,-101.729544,-2.339608,
117,-0.253211,0.409174,-0.061468,-0.173177,-0.399333,-0.097521,-40.263995,-101.792488,9.179046,
118,-0.26055,0.401835,-0.061468,-0.210053,-0.374836,-0.068557,-98.990248,-82.657674,20.005322,
119,-0.26055,0.401835,-0.061468,-0.251204,-0.27072,-0.001155,-156.646463,-58.676214,29.761559,
120,-0.265138,0.399083,-0.056881,-0.297165,-0.119473,0.150431,-202.532249,-37.904871,38.258927,
121,-0.265138,0.399083,-0.056881,-0.351945,0.035503,0.283069,-232.367451,-18.895944,44.175613,
122,-0.265138,0.399083,-0.056881,-0.393364,0.180093,0.436009,-248.292148,0.364756,48.078108,
123,-0.266972,0.409174,-0.048624,-0.435317,0.288735,0.580287,-249.928678,22.96146,51.665885,
124,-0.266972,0.409174,-0.048624,-0.482881,0.35637,0.749738,-243.697275,47.698242,56.323702,
125,-0.266972,0.409174,-0.048624,-0.52911,0.401372,0.917837,-230.793865,74.512159,58.212006,
126,-0.26422,0.421101,-0.033028,-0.567055,0.473001,1.072942,-212.288486,103.025548,55.316606,
127,-0.26422,0.421101,-0.033028,-0.532316,0.58191,1.222363,-185.096909,131.413051,50.532903,
128,-0.26055,0.437615,-0.024771,-0.444669,0.672712,1.304382,-152.681024,155.205681,50.973507,
129,-0.26055,0.437615,-0.024771,-0.344997,0.706263,1.357166,-118.81744,166.850222,57.01608,
130,-0.26055,0.437615,-0.024771,-0.260289,0.681499,1.393709,-85.646234,168.612639,63.813974,
131,-0.252294,0.448624,-0.024771,-0.212725,0.62771,1.412116,-55.811031,162.695953,64.884013,
132,-0.252294,0.448624,-0.024771,-0.163557,0.602147,1.434583,-30.067154,149.414882,58.086119,
133,-0.252294,0.448624,-0.024771,-0.126948,0.604278,1.454615,-7.533393,132.546034,48.896373,
134,-0.243119,0.453211,-0.026606,-0.094615,0.608538,1.470856,13.489724,113.096503,40.461948,
135,-0.243119,0.453211,-0.026606,-0.073772,0.597621,1.484932,31.428612,90.059194,32.656959,
136,-0.231193,0.459633,-0.033945,-0.065488,0.57046,1.498466,48.675121,66.770112,26.047895,
137,-0.231193,0.459633,-0.033945,-0.065755,0.526524,1.512813,64.159214,44.614013,17.802301,
138,-0.231193,0.459633,-0.033945,-0.070833,0.488978,1.501444,78.006776,24.346217,7.731346,
139,-0.222936,0.459633,-0.037615,-0.076711,0.476463,1.474916,92.294943,7.666198,-3.09493,
140,-0.222936,0.459633,-0.037615,-0.07297,0.459687,1.444058,104.757749,-6.244307,-13.039997,
